,description,name,price,img,size,color,composition,care,primary_thumbnail
10,블랙 컬러 버킷백. 기능성 소재. 양 옆면 메시지와 손잡이 디테일. 탈부착 가능한 손잡이. 소재가 매치된 체인 숄더 스트랩. 내부 안감. 자석과 컬러로 배색된 네온 끈으로 드로스트링 여밈. 세로 x 가로 x 폭: 18 x 15.5 x 11cm,하이테크 메시지 버킷백,"39,000 원","['//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_1_1_1.jpg?ts=1571328693078', '//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_2_1_1.jpg?ts=1571328776045', '//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_2_2_1.jpg?ts=1571328769581', '//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_2_3_1.jpg?ts=1571328763393', '//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_2_4_1.jpg?ts=1571329165705', '//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_2_15_1.jpg?ts=1571821069542', '//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/560/7802510040_2_16_1.jpg?ts=1571821062491']",['M '],블랙,"[{'겉감': '주요소재92% 폴리에스터,8% 폴리우레탄 섬유'}, {'안감': '부소재100% 폴리에스터'}, {'* 입체장식 제외': '가방 손잡이70% 폴리에스터,30% 폴리우레탄'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2019/I/1/1/p/7802/510/040/3/w/1173/7802510040_9_1_1.jpg?ts=1571837404769
11,블랙 컬러 미니 버킷백. 기능성 소재의 패딩 디자인. 텍스트 마감 내부로 연결된 옆면 지퍼. 텍스트 마감 손잡이. 여러 소재가 매치된 탈부착 가능한 체인 숄더 스트랩. 내부 안감 처리. 금속 아일렛과 컬러 디테일이 매치된 드로스트링 여밈. 세로 x 가로 x 폭: 18 x 16 x 11.5cm,스포츠 패딩 미니 버킷백,"39,000 원","['//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/560/7811004040_2_1_1.jpg?ts=1568280550724', '//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/560/7811004040_1_1_1.jpg?ts=1568280546940', '//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/560/7811004040_2_3_1.jpg?ts=1568278268115', '//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/560/7811004040_2_4_1.jpg?ts=1568280544148', '//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/560/7811004040_2_5_1.jpg?ts=1568278325243', '//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/560/7811004040_2_2_1.jpg?ts=1568280544485']",['M '],블랙,"[{'겉감': '주요소재84% 나일론,16% 엘라스탄'}, {'안감': '가방 손잡이50% 나일론,50% 폴리에스터'}, {'충전재': '긴 손잡이60% 폴리우레탄,40% 철'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2019/I/1/1/p/7811/004/040/2/w/581/7811004040_1_1_1.jpg?ts=1568280546940
12,컬러가 매치된 크로스백. 유니콘 모양의 이리데센트 디자인. 컬러로 배색된 길이 조절 및 탈부착이 가능한 숄더 스트랩. 안감 처리된 뒷면 포켓. 지퍼 여밈. 세로 x 가로 x 폭: 22 x 16 x 9cm,이리데센트 유니콘 크로스백,"39,000 원","['//static.zara.net/photos///2020/V/1/1/p/6868/510/202/2/w/560/6868510202_1_1_1.jpg?ts=1577352606307', '//static.zara.net/photos///2020/V/1/1/p/6868/510/202/2/w/560/6868510202_2_1_1.jpg?ts=1577352631958', '//static.zara.net/photos///2020/V/1/1/p/6868/510/202/2/w/560/6868510202_2_2_1.jpg?ts=1577352625621', '//static.zara.net/photos///2020/V/1/1/p/6868/510/202/2/w/560/6868510202_2_3_1.jpg?ts=1577352604630', '//static.zara.net/photos///2020/V/1/1/p/6868/510/202/2/w/560/6868510202_2_4_1.jpg?ts=1577352639863']",['M '],콤비,"[{'겉감': '주소재100% 폴리우레탄'}, {'안감': '긴 손잡이100% 폴리프로필렌 섬유'}, {'충전재': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6868/510/202/2/w/581/6868510202_1_1_1.jpg?ts=1577352606307
13,블루와 베이지 컬러 중 선택이 가능한 버킷백. 배색된 컬러의 파이핑과 상단 부분에 셔링 디테일이 매치된 플리츠 마감 디자인. 손잡이 디테일. 길이 조절과 탈부착이 가능한 숄더 스트랩. 내부 안감 처리. 자석으로 여밈. 세로 x 가로 x 폭: 28 x 23.5 x 9.7cm,플리츠 버킷백,"39,000 원","['//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/560/6452510009_1_1_1.jpg?ts=1580128963387', '//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/560/6452510009_2_1_1.jpg?ts=1579604873811', '//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/560/6452510009_2_2_1.jpg?ts=1579604815581', '//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/560/6452510009_2_3_1.jpg?ts=1579604895385', '//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/560/6452510009_2_4_1.jpg?ts=1579604881135', '//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/560/6452510009_2_5_1.jpg?ts=1579604859308']",['M '],블루,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6452/510/009/2/w/581/6452510009_1_1_1.jpg?ts=1580128963387
14,블루와 베이지 컬러 중 선택이 가능한 버킷백. 배색된 컬러의 파이핑과 상단 부분에 셔링 디테일이 매치된 플리츠 마감 디자인. 손잡이 디테일. 길이 조절과 탈부착이 가능한 숄더 스트랩. 내부 안감 처리. 자석으로 여밈. 세로 x 가로 x 폭: 28 x 23.5 x 9.7cm,플리츠 버킷백,"39,000 원","['//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/560/6450510102_1_1_1.jpg?ts=1579603898077', '//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/560/6450510102_2_1_1.jpg?ts=1579604631503', '//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/560/6450510102_2_2_1.jpg?ts=1579604727339', '//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/560/6450510102_2_3_1.jpg?ts=1579604742358', '//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/560/6450510102_2_4_1.jpg?ts=1579604749478', '//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/560/6450510102_2_5_1.jpg?ts=1579604741822']",['M '],베이지,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6450/510/102/2/w/581/6450510102_1_1_1.jpg?ts=1579603898077
15,"블랙 컬러 크로스백. 기하학적 모양의 스티치가 매치된 부드러운 마감. 금속 피스, 빈티지 마감 실버 컬러 체인과 Mickey Mouse ©DISNEY 프린트가 매치된 플랩 디자인. 여러 소재가 매치된 멀티 포지션 체인 숄더 스트랩. Mickey Mouse ©DISNEY 프린트 소재 내부 안감. 세 개의 수납공간이 있고 그중 하나는 지퍼로 여밈. 자석으로 여밈.  세로 x 가로 x 폭: 19 x 24.5 x 9cm",MICKEY MOUSE ©DISNEY 소프트 록 크로스백,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/6869/510/040/2/w/560/6869510040_2_1_1.jpg?ts=1577117238089', '//static.zara.net/photos///2020/V/1/1/p/6869/510/040/2/w/560/6869510040_1_1_1.jpg?ts=1577117154183', '//static.zara.net/photos///2020/V/1/1/p/6869/510/040/2/w/560/6869510040_2_2_1.jpg?ts=1577117237739', '//static.zara.net/photos///2020/V/1/1/p/6869/510/040/2/w/560/6869510040_2_3_1.jpg?ts=1577117216663', '//static.zara.net/photos///2020/V/1/1/p/6869/510/040/2/w/560/6869510040_2_4_1.jpg?ts=1577117232651']",['M '],블랙,"[{'겉감': '주소재100% 폴리우레탄'}, {'안감': '긴 손잡이80% 철,20% 폴리우레탄'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6869/510/040/2/w/581/6869510040_1_1_1.jpg?ts=1577117154183
16,블랙 컬러 크로스백. 메탈 버클이 달린 플랩 부분 스트랩 디테일. 짧은 길이의 숄더 스트랩. 길이 조절과 탈부착이 가능한 긴 숄더 스트랩. 내부 안감 처리. 자석으로 여밈.  세로 x 가로 x 폭: 14 x 26 x 7cm,버클 크로스백,"49,000 원","['//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/560/6364004040_2_1_1.jpg?ts=1563891255707', '//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/560/6364004040_1_1_1.jpg?ts=1564408297928', '//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/560/6364004040_2_3_1.jpg?ts=1563891353273', '//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/560/6364004040_2_2_1.jpg?ts=1563891303984', '//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/560/6364004040_2_4_1.jpg?ts=1563891390058', '//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/560/6364004040_2_5_1.jpg?ts=1563891427906']",['M '],블랙,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지', '장식품은 세탁할 수 없습니다']",//static.zara.net/photos///2019/I/1/1/p/6364/004/040/2/w/1173/6364004040_9_2_1.jpg?ts=1566468640423
17,"크림, 버건디, 블랙 컬러 중 선택이 가능한 크로스백. 기하학적 모양의 스티치가 매치된 부드러운 마감. 손잡이 디테일. 소재가 매치된 체인 숄더 스트랩. 내부 안감 처리. 빈티지 마감 실버 톤 메탈 피스가 매치된 플랩과 자석으로 여밈. 세로 x 가로 x 폭: 13 x 21.5 x 3cm",소프트 록 지갑 크로스백,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_2_1_1.jpg?ts=1576757163565', '//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_1_1_1.jpg?ts=1576757131098', '//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_2_2_1.jpg?ts=1576757138223', '//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_2_3_1.jpg?ts=1576757220189', '//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_2_4_1.jpg?ts=1576757205730', '//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_2_5_1.jpg?ts=1576757212704', '//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/w/560/6657510022_2_15_1.jpg?ts=1578646400182']",['M '],버건디,"[{'겉감': '가방 손잡이70% 철,30% 폴리우레탄'}, {'안감': '주소재100% 폴리우레탄'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6657/510/022/3/cb-0-0-4176-3072-Center/w/1173/6657510022_2_15_1.jpg?ts=1578646798225
18,"크림, 버건디, 블랙 컬러 중 선택이 가능한 크로스백. 기하학적 모양의 스티치가 매치된 부드러운 마감. 손잡이 디테일. 소재가 매치된 체인 숄더 스트랩. 내부 안감 처리. 빈티지 마감 실버 톤 메탈 피스가 매치된 플랩과 자석으로 여밈. 세로 x 가로 x 폭: 13 x 21.5 x 3cm",소프트 록 지갑 크로스백,"59,000 원","['//static.zara.net/photos///2019/I/1/1/p/6312/004/040/2/w/560/6312004040_2_1_1.jpg?ts=1563890458308', '//static.zara.net/photos///2019/I/1/1/p/6312/004/040/2/w/560/6312004040_1_1_1.jpg?ts=1567766354368', '//static.zara.net/photos///2019/I/1/1/p/6312/004/040/2/w/560/6312004040_2_5_1.jpg?ts=1563890626837', '//static.zara.net/photos///2019/I/1/1/p/6312/004/040/2/w/560/6312004040_2_3_1.jpg?ts=1563890548677', '//static.zara.net/photos///2020/V/1/1/p/6312/004/040/2/w/560/6312004040_2_19_1.jpg?ts=1576580053031']",['M '],블랙,"[{'겉감': '가방 손잡이70% 철,30% 폴리우레탄'}, {'안감': '주소재100% 폴리우레탄'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2019/I/1/1/p/6312/004/040/2/w/581/6312004040_1_1_1.jpg?ts=1567766354368
19,"크림, 버건디, 블랙 컬러 중 선택이 가능한 크로스백. 기하학적 모양의 스티치가 매치된 부드러운 마감. 손잡이 디테일. 소재가 매치된 체인 숄더 스트랩. 내부 안감 처리. 빈티지 마감 실버 톤 메탈 피스가 매치된 플랩과 자석으로 여밈. 세로 x 가로 x 폭: 13 x 21.5 x 3cm",소프트 록 지갑 크로스백,"59,000 원","['//static.zara.net/photos///2019/I/1/1/p/6907/510/002/3/w/560/6907510002_2_2_1.jpg?ts=1570436440768', '//static.zara.net/photos///2019/I/1/1/p/6907/510/002/3/w/560/6907510002_1_1_1.jpg?ts=1570436459374', '//static.zara.net/photos///2019/I/1/1/p/6907/510/002/3/w/560/6907510002_2_1_1.jpg?ts=1570436491038', '//static.zara.net/photos///2019/I/1/1/p/6907/510/002/3/w/560/6907510002_2_3_1.jpg?ts=1570436510009', '//static.zara.net/photos///2019/I/1/1/p/6907/510/002/3/w/560/6907510002_2_4_1.jpg?ts=1570436497290', '//static.zara.net/photos///2019/I/1/1/p/6907/510/002/3/w/560/6907510002_2_5_1.jpg?ts=1570436478558', '//static.zara.net/photos///2020/V/1/1/p/6907/510/002/3/w/560/6907510002_2_15_1.jpg?ts=1576166709361']",['M '],크림,"[{'겉감': '가방 손잡이70% 철,30% 폴리우레탄'}, {'안감': '주소재100% 폴리우레탄'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6907/510/002/3/cb-0-0-4176-3072-Center/w/1173/6907510002_2_15_1.jpg?ts=1576230060566
20,화이트와 블랙 컬러 중 선택이 가능한 가죽 소재 크로스백. 가죽 소재의 타원형 디자인. 매듭 디테일 숄더 스트랩. 내부 포켓이 있음. 자석이 달린 플랩으로 여밈. 세로 x 가로 x 폭: 16 x 19 x 4cm,오벌 레더 크로스백,"79,000 원","['//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_1_1.jpg?ts=1579605876842', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_1_1_1.jpg?ts=1579605360973', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_2_1.jpg?ts=1579605884109', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_3_1.jpg?ts=1579708108150', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_4_1.jpg?ts=1579605891788', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_5_1.jpg?ts=1579605889224', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_12_1.jpg?ts=1579722702687', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_15_1.jpg?ts=1579705305941', '//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/560/6530510001_2_16_1.jpg?ts=1579705305360']",['M '],화이트,"[{'겉감': '100% 양가죽'}, {'안감': '100% 폴리우레탄'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6530/510/001/3/w/1173/6530510001_9_20_1.jpg?ts=1579705797230
21,화이트와 블랙 컬러 중 선택이 가능한 가죽 소재 크로스백. 가죽 소재의 타원형 디자인. 매듭 디테일 숄더 스트랩. 내부 포켓이 있음. 자석이 달린 플랩으로 여밈. 세로 x 가로 x 폭: 16 x 19 x 4cm,오벌 레더 크로스백,"79,000 원","['//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_2_1_1.jpg?ts=1579690115076', '//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_1_1_1.jpg?ts=1579689899762', '//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_2_2_1.jpg?ts=1579690130580', '//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_2_3_1.jpg?ts=1579690114234', '//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_2_4_1.jpg?ts=1579690129605', '//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_2_5_1.jpg?ts=1579690115107', '//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/560/6531510040_2_12_1.jpg?ts=1579722696753']",['M '],블랙,"[{'겉감': '100% 양가죽'}, {'안감': '100% 폴리우레탄'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6531/510/040/2/w/581/6531510040_1_1_1.jpg?ts=1579689899762
22,베이지 컬러 휴대폰 케이스 크로스백. 애니멀 패턴 디자인. 상단 골드 톤 메탈 디테일. 숄더 스트랩. 내부 안감 처리. 자석이 달린 플랩으로 여밈. 세로 x 가로 x 폭: 16.5 x 9.4 x 3cm,애니멀 프린트 스마트폰 케이스 크로스백,"35,000 원","['//static.zara.net/photos///2020/V/1/1/p/5610/510/102/2/w/560/5610510102_1_1_1.jpg?ts=1579603049231', '//static.zara.net/photos///2020/V/1/1/p/5610/510/102/2/w/560/5610510102_2_1_1.jpg?ts=1579603187319', '//static.zara.net/photos///2020/V/1/1/p/5610/510/102/2/w/560/5610510102_2_2_1.jpg?ts=1579603195331', '//static.zara.net/photos///2020/V/1/1/p/5610/510/102/2/w/560/5610510102_2_3_1.jpg?ts=1579603195386', '//static.zara.net/photos///2020/V/1/1/p/5610/510/102/2/w/560/5610510102_2_4_1.jpg?ts=1579603195242']",['M '],베이지,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/5610/510/102/2/w/581/5610510102_1_1_1.jpg?ts=1579603049231
23,크림 컬러 크로스백. 톤온톤 스티치 장식 디자인. 애니멀 디테일 골드 톤 원형 금속 피스가 달린 플랩 부분. 소재가 매치된 골드 톤 체인 숄더 스트랩. 내부 안감 처리. 자석으로 여밈. 세로 x 가로 x 폭: 13.5 x 19.2 x 4.5cm,애니멀 디테일 크로스백,"49,000 원","['//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/560/6399004002_1_1_1.jpg?ts=1572864886804', '//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/560/6399004002_2_1_1.jpg?ts=1572865012841', '//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/560/6399004002_2_2_1.jpg?ts=1572865006262', '//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/560/6399004002_2_3_1.jpg?ts=1572864867564', '//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/560/6399004002_2_4_1.jpg?ts=1572864986690', '//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/560/6399004002_2_5_1.jpg?ts=1572864992992']",['M '],크림,"[{'겉감': '주소재100% 폴리우레탄'}, {'안감': '긴 손잡이60% 철,40% 폴리우레탄'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6399/004/002/2/w/581/6399004002_1_1_1.jpg?ts=1572864886804
24,블루와 베이지 컬러 중 선택이 가능한 미니 버킷백. 플리츠 탑. 컬러로 배색된 파이핑 디테일. 손잡이 디테일. 탈부착 가능한 숄더 스트랩. 내부 안감 처리. 드로스트링과 자석으로 여밈. 세로 x 가로 x 폭: 23.5 x 20 x 8cm,플리츠 미니 버킷백,"35,000 원","['//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_1_1_1.jpg?ts=1579195213081', '//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_2_1_1.jpg?ts=1579194578481', '//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_2_2_1.jpg?ts=1579194517121', '//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_2_3_1.jpg?ts=1579194532383', '//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_2_4_1.jpg?ts=1579194516800', '//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_2_5_1.jpg?ts=1579194494171', '//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/w/560/7353510009_2_15_1.jpg?ts=1580404188034']",['M '],블루,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/7353/510/009/3/cb-0-0-4176-3072-Center/w/1173/7353510009_2_15_1.jpg?ts=1580404256012
25,옐로우 컬러 버킷백. 퀼팅 처리됨. 손잡이 디테일. 소재가 매치된 체인 숄더 스트랩. 내부 안감 처리. 체인 디테일 드로스트링 여밈. 세로 x 가로 x 폭: 21 x 18 x 13cm,패딩 버킷백,"39,000 원","['//static.zara.net/photos///2020/V/1/1/p/6813/510/090/2/w/560/6813510090_1_1_1.jpg?ts=1578569633502', '//static.zara.net/photos///2020/V/1/1/p/6813/510/090/2/w/560/6813510090_2_1_1.jpg?ts=1578569669242', '//static.zara.net/photos///2020/V/1/1/p/6813/510/090/2/w/560/6813510090_2_2_1.jpg?ts=1578569654905', '//static.zara.net/photos///2020/V/1/1/p/6813/510/090/2/w/560/6813510090_2_3_1.jpg?ts=1578569655208', '//static.zara.net/photos///2020/V/1/1/p/6813/510/090/2/w/560/6813510090_2_4_1.jpg?ts=1578569684013']",['M '],노랑,"[{'겉감': '끈100% 철'}, {'안감': '주소재100% 폴리우레탄'}, {'충전재': '긴 손잡이70% 폴리우레탄,30% 철'}, {'* 입체장식 제외': ''}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/1/1/p/6813/510/090/2/w/581/6813510090_1_1_1.jpg?ts=1578569633502
26,레드 컬러의 가죽 쇼퍼백. 전체 가죽 소재. 숄더 스트랩. 포켓이 달린 내부 안감. 드로스트링 여밈. 세로 x 가로 x 폭: 45.5 x 43 x 3cmJOIN LIFE 컬렉션.Care for planet: 가장 지속 가능한 방법으로 처리된 가죽.이러한 제품은 재생 에너지와 물 소모를 감소하는 기술을 사용하는 Leather Working Group 인증을 받은 가죽으로 제조됩니다. ,셔링 레더 쇼퍼백,"129,000 원","['//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/w/560/6000510020_1_1_1.jpg?ts=1580834520510', '//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/w/560/6000510020_2_1_1.jpg?ts=1580834596421', '//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/w/560/6000510020_2_3_1.jpg?ts=1580834581574', '//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/w/560/6000510020_2_4_1.jpg?ts=1580834633819', '//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/w/560/6000510020_2_5_1.jpg?ts=1580834634396', '//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/w/560/6000510020_2_15_1.jpg?ts=1580920510320', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_97_1.jpg?ts=1570204599702']",['M '],레드,"[{'겉감': '100% 염소가죽'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지', '젖은 천만 이용']",//static.zara.net/photos///2020/V/1/1/p/6000/510/020/3/cb-0-0-4176-3072-Center/w/1173/6000510020_2_15_1.jpg?ts=1580920786879
27,레드와 카멜 컬러 중 선택이 가능한 토트백. 하드 디자인. 스티치 디테일 튜브형 손잡이. 길이 조절과 탈부착이 가능한 숄더 스트랩. 지퍼로 여미는 내부 가방. 세로 x 가로 x 폭: 30 x 25 x 16cm,미니멀 하드 토트백,"49,000 원","['//static.zara.net/photos///2020/V/1/1/p/6076/004/020/2/w/560/6076004020_1_1_1.jpg?ts=1580905848343', '//static.zara.net/photos///2020/V/1/1/p/6076/004/020/2/w/560/6076004020_2_1_1.jpg?ts=1580905825557', '//static.zara.net/photos///2020/V/1/1/p/6076/004/020/2/w/560/6076004020_2_2_1.jpg?ts=1580905833080', '//static.zara.net/photos///2020/V/1/1/p/6076/004/020/2/w/560/6076004020_2_3_1.jpg?ts=1580905970674', '//static.zara.net/photos///2020/V/1/1/p/6076/004/020/2/w/560/6076004020_2_4_1.jpg?ts=1580905896930']",['M '],레드,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지', '수증기 없이 다리십시오']",//static.zara.net/photos///2020/V/1/1/p/6076/004/020/2/w/581/6076004020_1_1_1.jpg?ts=1580905848343
28,레드와 카멜 컬러 중 선택이 가능한 토트백. 하드 디자인. 스티치 디테일 튜브형 손잡이. 길이 조절과 탈부착이 가능한 숄더 스트랩. 지퍼로 여미는 내부 가방. 세로 x 가로 x 폭: 30 x 25 x 16cm,미니멀 하드 토트백,"49,000 원","['//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/560/6078004117_1_1_1.jpg?ts=1580992271644', '//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/560/6078004117_2_1_1.jpg?ts=1580992352123', '//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/560/6078004117_2_2_1.jpg?ts=1580992261718', '//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/560/6078004117_2_3_1.jpg?ts=1580992307122', '//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/560/6078004117_2_4_1.jpg?ts=1580992253871', '//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/560/6078004117_2_16_1.jpg?ts=1580920518354']",['M '],카멜,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}]","['세탁 금지', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지', '수증기 없이 다리십시오']",//static.zara.net/photos///2020/V/1/1/p/6078/004/117/3/w/581/6078004117_2_16_1.jpg?ts=1580920518354
