,description,name,price,img,size,color,composition,care,primary_thumbnail
10,벌룬 스타일 어깨 마감 긴소매 라운드넥 니트 탑. 톤온톤 소재가 매치됨. 모델 신장: 177cm,니트 콤비 탑,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_1_1_1.jpg?ts=1582197988087', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_1_1.jpg?ts=1582198222244', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_2_1.jpg?ts=1582198215024', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_3_1.jpg?ts=1582198210162', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_4_1.jpg?ts=1582198213965', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_5_1.jpg?ts=1582198211374', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_6_1.jpg?ts=1582198204776', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_7_1.jpg?ts=1581690444973', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_6_1_1.jpg?ts=1581690433355']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",화이트,"[{'겉감': '주요소재70% 비스코스,30% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/cb-0-0-4176-3072-Center/w/1173/4938004250_2_1_1.jpg?ts=1581690588946
11,7부 소매 브이넥 디자인의 짧은 니트 재킷. 톤온톤 크로셰 플라워 아플리케와 프릴 디테일. 앞면 주얼리 버튼 여밈. 모델 신장: 177cm,프릴 플라워 재킷,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_1_1_1.jpg?ts=1582199861358', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_1_1.jpg?ts=1582200046975', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_2_1.jpg?ts=1582200060505', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_3_1.jpg?ts=1582200055652', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_4_1.jpg?ts=1582200065150', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_5_1.jpg?ts=1581667496266', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_6_1_1.jpg?ts=1581667458704']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/581/3653007712_1_1_1.jpg?ts=1582199861358
12,긴소매 라운드넥 니트 원피스. 양 옆면과 커프스 부분 드레이프 디테일. 뒷면에서 메탈 후크로 여밈. 모델 신장: 177cm,드레이프 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_1_1_1.jpg?ts=1582197953822', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_1_1.jpg?ts=1582198083657', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_2_1.jpg?ts=1582198108614', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_3_1.jpg?ts=1582198104563', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_4_1.jpg?ts=1582198091785', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_5_1.jpg?ts=1582198095115', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_6_1.jpg?ts=1582198098970', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_7_1.jpg?ts=1581691723147', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_6_1_1.jpg?ts=1581944161590']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '53% 비스코스, 47% 폴리아미드'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/cb-0-0-4176-3072-Center/w/1173/3519011800_2_5_1.jpg?ts=1581691868478
13,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_1_1_1.jpg?ts=1582199869794', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_2_1.jpg?ts=1582200099887', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_3_1.jpg?ts=1582200103826', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_4_1.jpg?ts=1582200091712', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_5_1.jpg?ts=1582200092164', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_6_1.jpg?ts=1581676035396', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_6_1_1.jpg?ts=1581676027141']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",노랑,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/581/5536012300_2_5_1.jpg?ts=1582200092164
14,긴소매 하이넥 스웨터. 톤온톤 소재가 매치됨. 버튼으로 여미는 뒷면 트임. 모델 신장: 177cm,레이스 리브드 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_1_1_1.jpg?ts=1582199886246', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_1_1.jpg?ts=1582200109020', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_2_1.jpg?ts=1582200114964', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_3_1.jpg?ts=1582200124496', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_4_1.jpg?ts=1582200119454', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_5_1.jpg?ts=1582200108164', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_6_1.jpg?ts=1582200127920', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_7_1.jpg?ts=1581676131114', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_6_1_1.jpg?ts=1581676127829']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '주요소재52% 아크릴,48% 면'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 150 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/6771/007/712/22/cb-0-0-4176-3072-Center/w/1173/6771007712_2_8_1.jpg?ts=1582114717734
15,라펠 칼라 니트 미니 원피스. 신축성 있게 마감된 벌룬 스타일 반소매. 앞면 버튼 여밈. 모델 신장: 177cm,벌룬 슬리브 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_1_1_1.jpg?ts=1582197820774', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_1_1.jpg?ts=1582197909497', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_2_1.jpg?ts=1582197868791', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_3_1.jpg?ts=1582197906000', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_4_1.jpg?ts=1582197906253', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_5_1.jpg?ts=1581670621420', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_6_1_1.jpg?ts=1581670607007']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",스트로베리,"[{'겉감': '77% 면, 21% 폴리아미드, 2% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/581/2298004624_2_3_1.jpg?ts=1582197906000
16,"라운드넥 긴소매 니트 스웨터. 리브드 마감. 모델 신장: 177cmJOIN LIFE 컬렉션.Care for fiber: 25% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되어 적은 양의 물, 에너지 및 천연 자원이 소모됩니다. ",스트라이프 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_1_1_1.jpg?ts=1581496498330', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_1_1.jpg?ts=1581497152961', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_2_1.jpg?ts=1581497166807', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_3_1.jpg?ts=1581497196358', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_4_1.jpg?ts=1581497183544', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_5_1.jpg?ts=1581497187667', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_6_1.jpg?ts=1581497189065', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_59_1.jpg?ts=1548282475310', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_6_1_1.jpg?ts=1581497144044']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",스트라이프,"[{'겉감': '67% 아크릴, 33% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '평평한 바닥에 놓고 말리십시오']",//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/cb-0-0-4176-3072-Center/w/1173/0837105104_2_4_1.jpg?ts=1581501537018
17,면 혼방 소재 베스트. 브이넥 슬리브리스 디자인. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,오버사이즈 니트 베스트,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_1_1_1.jpg?ts=1581440018854', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_1_1.jpg?ts=1581440102463', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_2_1.jpg?ts=1581440088980', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_3_1.jpg?ts=1581440067863', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_4_1.jpg?ts=1581440070051', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_5_1.jpg?ts=1581440041652', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_6_1.jpg?ts=1581440072557', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_6_1_1.jpg?ts=1581440031864']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림 / 블랙,"[{'겉감': '76% 면, 24% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/581/6771025070_1_1_1.jpg?ts=1581440018854
18,면 혼방 소재의 짧은 스웨터. 긴소매 라운드넥 디자인. 모델 신장: 177cm,스트라이프 니트 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_1_1_1.jpg?ts=1581440015559', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_1_1.jpg?ts=1581440049375', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_2_1.jpg?ts=1581440036006', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_3_1.jpg?ts=1581440094817', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_4_1.jpg?ts=1581440044334', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_5_1.jpg?ts=1581440029310', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_6_1_1.jpg?ts=1581440055722']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙 / 화이트,"[{'겉감': '50% 면, 50% 아크릴'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/581/6771026084_2_1_1.jpg?ts=1581440049375
19,라운드넥 긴소매 니트 스웨터. 리브드 마감. 모델 신장: 177cm,케이블 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_1_1_1.jpg?ts=1582027757767', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_1_1.jpg?ts=1582027749770', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_2_1.jpg?ts=1582027752624', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_3_1.jpg?ts=1582027780664', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_4_1.jpg?ts=1582027760347', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_5_1.jpg?ts=1582027763266', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_6_1.jpg?ts=1582027758677', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_6_1_1.jpg?ts=1582027749929']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블루,"[{'겉감': '51% 나일론, 49% 아크릴'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/cb-0-0-4176-3072-Center/w/1173/9598002400_2_3_1.jpg?ts=1582029237763
20,긴소매 라운드넥 가디건. 모델 신장: 177cm,니트 롱 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_1_1_1.jpg?ts=1582027754653', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_1_1.jpg?ts=1582027772190', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_2_1.jpg?ts=1582027775601', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_3_1.jpg?ts=1582027768317', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_4_1.jpg?ts=1582027779686', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_5_1.jpg?ts=1582027751607', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_6_1.jpg?ts=1582027765536', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_6_1_1.jpg?ts=1582027776279']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",암녹색,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/1173/1509006501_9_1_1.jpg?ts=1582030322906
21,라운드넥 긴소매 재킷. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,롱 니트 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_1_1_1.jpg?ts=1582029971467', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_1_1.jpg?ts=1582028689612', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_2_1.jpg?ts=1582028698340', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_3_1.jpg?ts=1582028694700', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_4_1.jpg?ts=1582028695824', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_5_1.jpg?ts=1582028690037', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_6_1.jpg?ts=1582028706430', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_6_1_1.jpg?ts=1582028687582']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",그레이,"[{'겉감': '47% 비스코스, 27% 나일론, 26% 폴리에스터'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/cb-0-0-4176-3072-Center/w/1173/5536007802_2_2_1.jpg?ts=1582030542594
22,라운드넥 긴소매 재킷. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,롱 니트 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_1_1_1.jpg?ts=1582029971791', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_1_1.jpg?ts=1582029984405', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_2_1.jpg?ts=1582029965815', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_3_1.jpg?ts=1582029972701', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_4_1.jpg?ts=1582029965928', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_5_1.jpg?ts=1582029986636', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_6_1_1.jpg?ts=1582029988471']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",라이트 샌드,"[{'겉감': '47% 비스코스, 27% 나일론, 26% 폴리에스터'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/581/5536007752_1_1_1.jpg?ts=1582029971791
23,라운드넥 긴소매 재킷. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,롱 니트 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_1_1_1.jpg?ts=1582029965983', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_1_1.jpg?ts=1582029982130', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_2_1.jpg?ts=1582029978870', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_3_1.jpg?ts=1582029991035', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_4_1.jpg?ts=1582029977659', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_5_1.jpg?ts=1582029991266', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_6_1.jpg?ts=1582029974675', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_6_1_1.jpg?ts=1582029977421']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",블랙,"[{'겉감': '47% 비스코스, 27% 나일론, 26% 폴리에스터'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/581/5536007800_1_1_1.jpg?ts=1582029965983
24,끈으로 조절이 가능한 후드가 달린 긴소매 니트 스웨트셔츠. 메탈 아플리케가 달린 후드 디테일. 모델 신장: 177cm,메탈릭 아플리케 스웨트셔츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_1_1_1.jpg?ts=1581939000758', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_1_1.jpg?ts=1581939024347', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_2_1.jpg?ts=1581939022994', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_3_1.jpg?ts=1581939036933', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_4_1.jpg?ts=1581939019577', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_5_1.jpg?ts=1581939001005', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_6_1.jpg?ts=1581939058840', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_6_1_1.jpg?ts=1581939027907']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",화이트,"[{'겉감': '49% 비스코스, 31% 폴리에스터, 20% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']",//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/581/6254013250_1_1_1.jpg?ts=1581939000758
25,끈으로 핏 조절 가능한 후드가 달린 긴소매 디자인의 짧은 니트 스웨트셔츠. 프릴이 달린 밑단. 모델 신장: 177cm,프릴 니트 스웨트셔츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_1_1_1.jpg?ts=1581939008427', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_1_1.jpg?ts=1581939068790', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_2_1.jpg?ts=1581939030512', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_3_1.jpg?ts=1581939043932', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_5_1.jpg?ts=1581939065605', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_6_1.jpg?ts=1581939034750', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_6_1_1.jpg?ts=1581939016569']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",페일 로즈,"[{'겉감': '48% 비스코스, 29% 폴리에스터, 23% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']",//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/581/6254008622_1_1_1.jpg?ts=1581939008427
26,하이넥 긴소매 니트 재킷. 리브드 마감. 앞면 메탈 버튼으로 여밈. 모델 신장: 177cm,하이넥 재킷,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_1_1.jpg?ts=1576513738558', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_1_1_1.jpg?ts=1576513657174', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_2_1.jpg?ts=1576513724204', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_3_1.jpg?ts=1576513737331', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_4_1.jpg?ts=1576513751363', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_5_1.jpg?ts=1576513760205', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_6_1.jpg?ts=1576513780238', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_6_1_1.jpg?ts=1576513751657']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '49% 비스코스, 30% 폴리에스터, 21% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']",//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/581/6254300802_2_1_1.jpg?ts=1576513738558
