,description,name,price,img,size,color,composition,care,primary_thumbnail
10,넓은 반소매 라운드넥 탑. 모델 신장: 177cm,볼륨 슬리브 탑,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_1_1_1.jpg?ts=1582212322657', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_2_1_1.jpg?ts=1582212500483', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_2_2_1.jpg?ts=1582212457720', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_2_3_1.jpg?ts=1582212450324', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_2_4_1.jpg?ts=1582212463860', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_2_5_1.jpg?ts=1582212514243', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_2_6_1.jpg?ts=1582212515193', '//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/560/3519002712_6_1_1.jpg?ts=1582276813831']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",크림,"[{'겉감': '73% 비스코스, 27% 폴리아미드'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/3519/002/712/2/w/581/3519002712_1_1_1.jpg?ts=1582212322657
11,라운드넥 긴소매 니트 스웨터. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,베이직 스웨터,"22,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_1_1_1.jpg?ts=1582131369740', '//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_2_1_1.jpg?ts=1582131411860', '//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_2_2_1.jpg?ts=1582131364311', '//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_2_3_1.jpg?ts=1582131416015', '//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_2_4_1.jpg?ts=1582131406308', '//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_2_5_1.jpg?ts=1582131397255', '//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/560/1509015752_6_1_1.jpg?ts=1582289961265']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",라이트 샌드,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/015/752/2/w/581/1509015752_1_1_1.jpg?ts=1582131369740
12,라운드넥 긴소매 니트 스웨터. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,베이직 스웨터,"22,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_1_1_1.jpg?ts=1582131363971', '//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_2_1_1.jpg?ts=1582131296105', '//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_2_2_1.jpg?ts=1582131297657', '//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_2_3_1.jpg?ts=1582131300242', '//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_2_4_1.jpg?ts=1582131424890', '//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_2_5_1.jpg?ts=1582131364693', '//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/560/1509015627_6_1_1.jpg?ts=1582289961265']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",오렌지,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/015/627/2/w/581/1509015627_1_1_1.jpg?ts=1582131363971
13,라운드넥 긴소매 니트 스웨터. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,베이직 스웨터,"22,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_1_1_1.jpg?ts=1582131235833', '//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_2_1_1.jpg?ts=1582131205124', '//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_2_2_1.jpg?ts=1582131220552', '//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_2_3_1.jpg?ts=1582131212962', '//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_2_4_1.jpg?ts=1582131206868', '//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_2_5_1.jpg?ts=1582131221034', '//static.zara.net/photos///2018/V/0/1/p/1509/015/500/2/c-431-0-2048-3072/w/560/1509015500_2_6_1.jpg?ts=1527246392000', '//static.zara.net/photos///2018/V/0/1/p/1509/015/500/2/c-215-0-2048-3072/w/560/1509015500_2_7_1.jpg?ts=1527246392000', '//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/560/1509015500_6_1_1.jpg?ts=1582289961265']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",초록,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/1509/015/500/2/w/581/1509015500_1_1_1.jpg?ts=1582131235833
14,"브이넥 긴소매 디자인의 짧은 재킷. 앞면 버튼 여밈. 모델 신장: 177cmJOIN LIFECare for fiber: 50% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되므로 적은 양의 물, 에너지 및 천연자원이 소모됩니다.",소프트 터치 재킷,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_1_1_1.jpg?ts=1582218811957', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_2_1_1.jpg?ts=1582192614762', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_2_2_1.jpg?ts=1582192625155', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_2_3_1.jpg?ts=1582192645158', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_2_4_1.jpg?ts=1582192650576', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_2_5_1.jpg?ts=1582192636575', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_2_6_1.jpg?ts=1582192661769', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_34_1.jpg?ts=1548282396795', '//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/560/7901409710_6_1_1.jpg?ts=1582192637001']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",베이지,"[{'겉감': '85% 폴리에스터, 13% 비스코스, 2% 엘라스탄'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/7901/409/710/2/w/581/7901409710_1_1_1.jpg?ts=1582218811957
15,라운드넥 슬리브리스 탑. 배색된 앞면 스티치 디테일. 모델 신장: 177cm,니트 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_1_1_1.jpg?ts=1582191288393', '//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_2_1_1.jpg?ts=1582191422112', '//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_2_2_1.jpg?ts=1582191377218', '//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_2_3_1.jpg?ts=1582191398260', '//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_2_4_1.jpg?ts=1582191351144', '//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_2_5_1.jpg?ts=1582191264725', '//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/w/560/6254020712_6_1_1.jpg?ts=1582191441118']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",크림,"[{'겉감': '58% 비스코스, 26% 폴리에스터, 16% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']",//static.zara.net/photos///2020/V/0/1/p/6254/020/712/2/cb-0-0-4176-3072-Center/w/1173/6254020712_2_1_1.jpg?ts=1582283457314
16,라운드넥 슬리브리스 탑. 배색된 앞면 스티치 디테일. 모델 신장: 177cm,니트 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_1_1_1.jpg?ts=1582191291110', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_2_1_1.jpg?ts=1582191519175', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_2_2_1.jpg?ts=1582191489780', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_2_3_1.jpg?ts=1582191519285', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_2_4_1.jpg?ts=1582191537700', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_2_5_1.jpg?ts=1582191517953', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_2_6_1.jpg?ts=1582191474297', '//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/560/6254020800_6_1_1.jpg?ts=1582191518575']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",블랙,"[{'겉감': '58% 비스코스, 26% 폴리에스터, 16% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']",//static.zara.net/photos///2020/V/0/1/p/6254/020/800/2/w/581/6254020800_1_1_1.jpg?ts=1582191291110
17,신축성 있는 허리 디자인의 하이웨이스트 미디 스커트. A라인 마감 밑단. 배색된 앞면 스티치 디테일. 모델 신장: 177cm,니트 미디 스커트,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_1_1_1.jpg?ts=1582191282124', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_2_1_1.jpg?ts=1582191264768', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_2_2_1.jpg?ts=1582191355055', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_2_3_1.jpg?ts=1582191399644', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_2_4_1.jpg?ts=1582191424624', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_2_5_1.jpg?ts=1582191429129', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_2_6_1.jpg?ts=1582191411715', '//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/560/6254019800_6_1_1.jpg?ts=1582191413574']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ']",블랙,"[{'겉감': '56% 비스코스, 28% 폴리에스터, 16% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']",//static.zara.net/photos///2020/V/0/1/p/6254/019/800/2/w/581/6254019800_2_5_1.jpg?ts=1582191429129
18,라운드넥 긴소매 니트 스웨터. 리브드 마감. 배색 스트라이프 디테일. 모델 신장: 177cm,스트라이프 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_1_1_1.jpg?ts=1582191282104', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_2_1_1.jpg?ts=1582191467178', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_2_2_1.jpg?ts=1582191496578', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_2_3_1.jpg?ts=1582191500820', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_2_4_1.jpg?ts=1582191526685', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_2_5_1.jpg?ts=1582191468282', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_2_6_1.jpg?ts=1582191471486', '//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/w/560/6771020712_6_1_1.jpg?ts=1582191448596']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '78% 면, 22% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/6771/020/712/2/cb-0-0-4176-3072-Center/w/1173/6771020712_2_3_1.jpg?ts=1582275465460
19,넓은 어깨끈이 달린 스퀘어넥 탑. 모델 신장: 177cm,니트 크롭 탑,"25,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_1_1_1.jpg?ts=1582125021814', '//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_2_1_1.jpg?ts=1582125049556', '//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_2_2_1.jpg?ts=1582125050976', '//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_2_3_1.jpg?ts=1582125032047', '//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_2_4_1.jpg?ts=1582125059166', '//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_2_5_1.jpg?ts=1582125034199', '//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/560/5536015321_6_1_1.jpg?ts=1582135698852']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",파스텔 옐로우,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5536/015/321/3/w/581/5536015321_1_1_1.jpg?ts=1582125021814
20,라운드넥 긴소매 니트 스웨터. 텍스처가 있는 플라워와 폼폼 아플리케. 모델 신장: 177cm,플라워 폼폼 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_1_1_1.jpg?ts=1582125021550', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_2_1_1.jpg?ts=1582125047856', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_2_2_1.jpg?ts=1582125042250', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_2_3_1.jpg?ts=1582125041581', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_2_4_1.jpg?ts=1582125058084', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_2_5_1.jpg?ts=1582125033431', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/w/560/3653008712_6_1_1.jpg?ts=1582134739591']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '평평한 바닥에 놓고 말리십시오']",//static.zara.net/photos///2020/V/0/1/p/3653/008/712/3/cb-0-0-4176-3072-Center/w/1173/3653008712_2_1_1.jpg?ts=1582129098636
21,벌룬 스타일 어깨 마감 7부 소매 브이넥 디자인의 니트 재킷. 앞면 주얼리 버튼 여밈. 모델 신장: 177cm,쥬얼 버튼 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_1_1_1.jpg?ts=1582125014741', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_2_1_1.jpg?ts=1582125015682', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_2_2_1.jpg?ts=1582125035078', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_2_3_1.jpg?ts=1582125066937', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_2_4_1.jpg?ts=1582125041597', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_2_5_1.jpg?ts=1582125060332', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/560/5802011537_6_1_1.jpg?ts=1582135133410']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",민트,[{'겉감': '100% 면'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5802/011/537/3/w/581/5802011537_2_2_1.jpg?ts=1582125035078
22,V-neck top with short puff sleeves.HEIGHT OF MODEL: 177 cm. / 69.6″,PUFF SLEEVE KNIT TOP,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_1_1_1.jpg?ts=1582274343866', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_2_1_1.jpg?ts=1582274433663', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_2_2_1.jpg?ts=1582274359608', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_2_3_1.jpg?ts=1582274387163', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_2_4_1.jpg?ts=1582274419328', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_2_5_1.jpg?ts=1582274416679', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_2_6_1.jpg?ts=1582274031939', '//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/560/2162001505_6_1_1.jpg?ts=1582536674637']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",카키,"[{'겉감': '52% 비스코스, 28% 폴리에스터, 20% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2162/001/505/2/w/581/2162001505_1_1_1.jpg?ts=1582274343866
23,V-neck top with short puff sleeves.HEIGHT OF MODEL: 177 cm. / 69.6″,PUFF SLEEVE KNIT TOP,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_1_1_1.jpg?ts=1582274067090', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_2_1_1.jpg?ts=1582274102399', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_2_2_1.jpg?ts=1582272494608', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_2_3_1.jpg?ts=1582274087409', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_2_4_1.jpg?ts=1582274063233', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_2_5_1.jpg?ts=1582274099722', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_2_6_1.jpg?ts=1582274110730', '//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/560/2162001800_6_1_1.jpg?ts=1582536674637']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",블랙,"[{'겉감': '52% 비스코스, 28% 폴리에스터, 20% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2162/001/800/2/w/581/2162001800_1_1_1.jpg?ts=1582274067090
24,V-neck top with short puff sleeves.HEIGHT OF MODEL: 177 cm. / 69.6″,PUFF SLEEVE KNIT TOP,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_1_1_1.jpg?ts=1582274344907', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_2_1_1.jpg?ts=1582274348809', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_2_2_1.jpg?ts=1582274382931', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_2_3_1.jpg?ts=1582274126123', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_2_4_1.jpg?ts=1582274429031', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_2_5_1.jpg?ts=1582274429934', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_2_6_1.jpg?ts=1582274440231', '//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/560/2162001712_6_1_1.jpg?ts=1582536674637']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",크림,"[{'겉감': '52% 비스코스, 28% 폴리에스터, 20% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/2162/001/712/2/w/581/2162001712_1_1_1.jpg?ts=1582274344907
25,브이넥 긴소매 재킷. 앞면에 패치 포켓이 있음. 양 옆면 하단 트임 디테일. 리브드 마감. 배색된 버튼으로 앞면에서 여밈. 모델 신장: 177cm,포켓 니트 가디건,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_1_1_1.jpg?ts=1580468179516', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_2_1_1.jpg?ts=1580468384780', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_2_2_1.jpg?ts=1580468374346', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_2_3_1.jpg?ts=1580468513949', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_2_4_1.jpg?ts=1580468536275', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_2_5_1.jpg?ts=1580468372825', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_2_6_1.jpg?ts=1580468378207', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/w/560/6873006712_6_1_1.jpg?ts=1582017287976']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '38% 폴리에스터, 31% 아크릴, 19% 나일론, 8% 비스코스, 4% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']",//static.zara.net/photos///2020/V/0/1/p/6873/006/712/2/cb-0-0-4176-3072-Center/w/1173/6873006712_2_5_1.jpg?ts=1580468731691
26,벌룬 스타일 어깨 마감 7부 소매 브이넥 디자인의 니트 재킷. 앞면 주얼리 버튼 여밈. 모델 신장: 177cm,쥬얼 버튼 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_1_1_1.jpg?ts=1582135127073', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_2_1_1.jpg?ts=1582135137831', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_2_2_1.jpg?ts=1582135127630', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_2_3_1.jpg?ts=1582135136050', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_2_4_1.jpg?ts=1582135132583', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_2_5_1.jpg?ts=1582135127089', '//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/w/560/5802011537_6_1_1.jpg?ts=1582135133410']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",민트,[{'겉감': '100% 면'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']",//static.zara.net/photos///2020/V/0/1/p/5802/011/537/4/cb-0-0-4176-3072-Center/w/1173/5802011537_2_1_1.jpg?ts=1582135373765
27,라운드넥 긴소매 니트 스웨터. 텍스처가 있는 플라워와 폼폼 아플리케. 모델 신장: 177cm,플라워 폼폼 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_1_1_1.jpg?ts=1582134801406', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_2_1_1.jpg?ts=1582134729893', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_2_2_1.jpg?ts=1582134718485', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_2_3_1.jpg?ts=1582134724781', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_2_4_1.jpg?ts=1582134725435', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_2_5_1.jpg?ts=1582134711831', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_2_6_1.jpg?ts=1582134733013', '//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/560/3653008712_6_1_1.jpg?ts=1582134739591']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '평평한 바닥에 놓고 말리십시오']",//static.zara.net/photos///2020/V/0/1/p/3653/008/712/4/w/581/3653008712_1_1_1.jpg?ts=1582134801406
