,description,name,price,img,size,color,composition,care,primary_thumbnail
10,블랙과 내추럴 컬러 중 선택이 가능한 슬링백 플랫슈즈. 컬러가 매치된 신축성 있는 뒤꿈치 스트랩. 포인티드 토. 스퀘어 힐. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 0.8cm,슬링백 플랫슈즈,"45,000 원","['//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/560/2500510111_1_1_1.jpg?ts=1581354757621', '//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/560/2500510111_2_1_1.jpg?ts=1581354785461', '//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/560/2500510111_2_2_1.jpg?ts=1581354786521', '//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/560/2500510111_2_3_1.jpg?ts=1581354776744', '//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/560/2500510111_2_4_1.jpg?ts=1581354775436', '//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/560/2500510111_2_15_1.jpg?ts=1582129208989']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",자연색,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% TPU'}, {'안창': '60% TPU, 40% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2500/510/111/3/w/581/2500510111_2_15_1.jpg?ts=1582129208989
11,블랙과 내추럴 컬러 중 선택이 가능한 슬링백 플랫슈즈. 컬러가 매치된 신축성 있는 뒤꿈치 스트랩. 포인티드 토. 스퀘어 힐. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 0.8cm,슬링백 플랫슈즈,"45,000 원","['//static.zara.net/photos///2020/V/1/1/p/2502/510/040/2/w/560/2502510040_1_1_1.jpg?ts=1581351830645', '//static.zara.net/photos///2020/V/1/1/p/2502/510/040/2/w/560/2502510040_2_1_1.jpg?ts=1581351855644', '//static.zara.net/photos///2020/V/1/1/p/2502/510/040/2/w/560/2502510040_2_2_1.jpg?ts=1581351858734', '//static.zara.net/photos///2020/V/1/1/p/2502/510/040/2/w/560/2502510040_2_3_1.jpg?ts=1581351843434', '//static.zara.net/photos///2020/V/1/1/p/2502/510/040/2/w/560/2502510040_2_4_1.jpg?ts=1581351843999']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% TPU'}, {'안창': '60% TPU, 40% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2502/510/040/2/w/581/2502510040_1_1_1.jpg?ts=1581351830645
12,내추럴한 컬러의 가죽 힐 샌들. 가죽 소재 외피. 발가락 고정을 위한 앞부분 스트랩 디테일. 이중 처리된 미디엄 힐. 스퀘어 토 마감. 굽 높이: 8cmJOIN LIFE 컬렉션.Care for planet: 가장 지속 가능한 방법으로 처리된 가죽.이러한 제품은 재생 에너지와 물 소모를 감소하는 기술을 사용하는 Leather Working Group 인증을 받은 가죽으로 제조됩니다. ,스퀘어 토 레더 힐 샌들,"99,000 원","['//static.zara.net/photos///2020/V/1/1/p/2358/510/105/3/w/560/2358510105_1_1_1.jpg?ts=1582030695264', '//static.zara.net/photos///2020/V/1/1/p/2358/510/105/3/w/560/2358510105_2_1_1.jpg?ts=1582030712587', '//static.zara.net/photos///2020/V/1/1/p/2358/510/105/3/w/560/2358510105_2_2_1.jpg?ts=1582030721234', '//static.zara.net/photos///2020/V/1/1/p/2358/510/105/3/w/560/2358510105_2_3_1.jpg?ts=1582030722727', '//static.zara.net/photos///2020/V/1/1/p/2358/510/105/3/w/560/2358510105_2_4_1.jpg?ts=1582030701029', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_97_1.jpg?ts=1570204599702']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",천연 가죽 컬러,"[{'겉감': '100% 염소가죽'}, {'안감': '100% 염소가죽'}, {'밑창': '100% 고무'}, {'안창': '100% 염소가죽'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2358/510/105/3/w/1173/2358510105_9_1_1.jpg?ts=1582556291588
13,블랙과 바닐라 컬러 중 선택이 가능한 가죽 힐 뮬. 가죽 소재의 퀼팅 마감 디자인. 앞부분 브레이드 마감. 이중 처리된 힐. 스퀘어 토 마감. 굽 높이: 10.5cmJOIN LIFE 컬렉션.Care for planet: 가장 지속 가능한 방법으로 처리된 가죽.이러한 제품은 재생 에너지와 물 소모를 감소하는 기술을 사용하는 Leather Working Group 인증을 받은 가죽으로 제조됩니다. ,패딩 브레이드 레더 힐 뮬,"129,000 원","['//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_2_1_1.jpg?ts=1579728662718', '//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_1_1_1.jpg?ts=1579728513059', '//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_2_2_1.jpg?ts=1579728675936', '//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_2_3_1.jpg?ts=1579728668906', '//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_2_4_1.jpg?ts=1579728557847', '//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_2_5_1.jpg?ts=1579728535531', '//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/w/560/2330510040_2_15_1.jpg?ts=1582563069068', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_97_1.jpg?ts=1570204599702']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 염소가죽'}, {'밑창': '100% 고무'}, {'안창': '95% 염소가죽, 5% TPU'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2330/510/040/3/cb-0-0-4176-3072-Center/w/1173/2330510040_2_15_1.jpg?ts=1582563205236
14,블랙과 바닐라 컬러 중 선택이 가능한 가죽 힐 뮬. 가죽 소재의 퀼팅 마감 디자인. 앞부분 브레이드 마감. 이중 처리된 힐. 스퀘어 토 마감. 굽 높이: 10.5cmJOIN LIFE 컬렉션.Care for planet: 가장 지속 가능한 방법으로 처리된 가죽.이러한 제품은 재생 에너지와 물 소모를 감소하는 기술을 사용하는 Leather Working Group 인증을 받은 가죽으로 제조됩니다. ,패딩 브레이드 레더 힐 뮬,"129,000 원","['//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/560/2328510126_2_1_1.jpg?ts=1579726876992', '//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/560/2328510126_1_1_1.jpg?ts=1579726713827', '//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/560/2328510126_2_2_1.jpg?ts=1579726862640', '//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/560/2328510126_2_3_1.jpg?ts=1579726869650', '//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/560/2328510126_2_4_1.jpg?ts=1579726767033', '//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/560/2328510126_2_5_1.jpg?ts=1579726781133', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_97_1.jpg?ts=1570204599702']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",바닐라,"[{'겉감': '100% 염소가죽'}, {'밑창': '100% 고무'}, {'안창': '95% 염소가죽, 5% TPU'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2328/510/126/2/w/581/2328510126_1_1_1.jpg?ts=1579726713827
15,블랙 컬러 웨지 슈즈. 스트랩이 달린 외피 디자인. 플랫폼 밑창. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 웨지힐 높이: 9cm,플랫폼힐 웨지 슈즈,"69,000 원","['//static.zara.net/photos///2020/V/1/1/p/3332/510/040/3/w/560/3332510040_1_1_1.jpg?ts=1582013107995', '//static.zara.net/photos///2020/V/1/1/p/3332/510/040/3/w/560/3332510040_2_1_1.jpg?ts=1582013243135', '//static.zara.net/photos///2020/V/1/1/p/3332/510/040/3/w/560/3332510040_2_2_1.jpg?ts=1582013236914', '//static.zara.net/photos///2020/V/1/1/p/3332/510/040/3/w/560/3332510040_2_3_1.jpg?ts=1582013237330', '//static.zara.net/photos///2020/V/1/1/p/3332/510/040/3/w/560/3332510040_2_4_1.jpg?ts=1582013254199']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% 열가소성 고무'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/3332/510/040/3/w/1173/3332510040_9_1_1.jpg?ts=1582279362347
16,화이트 컬러의 가죽 앵클부츠. 가죽 소재 외피. 카우보이 힐. 아몬드 모양 토우캡 마감. 굽 높이: 6cmJOIN LIFECare for fiber & planet: 생물 다양성을 보호하는 50% 이상의 오가닉 코튼과 Leather Working Group 인증을 받은 가장 지속 가능한 방법으로 처리된 가죽. ,카우보이 힐 레더 앵클부츠,"179,000 원","['//static.zara.net/photos///2020/V/1/1/p/3106/510/001/3/w/560/3106510001_1_1_1.jpg?ts=1581686749562', '//static.zara.net/photos///2020/V/1/1/p/3106/510/001/3/w/560/3106510001_2_1_1.jpg?ts=1581686768804', '//static.zara.net/photos///2020/V/1/1/p/3106/510/001/3/w/560/3106510001_2_2_1.jpg?ts=1581686777333', '//static.zara.net/photos///2020/V/1/1/p/3106/510/001/3/w/560/3106510001_2_3_1.jpg?ts=1581686768433', '//static.zara.net/photos///2020/V/1/1/p/3106/510/001/3/w/560/3106510001_2_4_1.jpg?ts=1581686763263', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_44_1.jpg?ts=1548282438475']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",화이트,"[{'겉감': '100% 소가죽'}, {'안감': '70% 면, 20% 폴리우레탄, 10% 폴리에스터'}, {'밑창': '100% 열가소성 고무'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/3106/510/001/3/w/1173/3106510001_9_1_1.jpg?ts=1582277322372
17,블랙 컬러 로퍼. 가장자리에 골드 톤 마이크로 스터드가 매치된 진주 디테일 외피 디자인. 앞부분 골드 톤 메탈 디테일. 뒤꿈치에 골드 톤 마이크로 스터드. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 이 제품의 특성상 한 사이즈 더 작게 구매하시는 것을 추천합니다. 굽 높이: 1.3cm,마이크로 스터드 펄 로퍼,"69,000 원","['//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_1_1.jpg?ts=1578416420522', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_1_1_1.jpg?ts=1578416335806', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_2_1.jpg?ts=1578416405555', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_3_1.jpg?ts=1578416413588', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_4_1.jpg?ts=1578416443214', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_15_1.jpg?ts=1582284277078', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_16_1.jpg?ts=1582283385400', '//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/560/2522510040_2_55_1.jpg?ts=1580810193376']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리우레탄'}, {'안감': '80% 폴리우레탄, 20% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2522/510/040/3/w/1173/2522510040_9_20_1.jpg?ts=1582284714443
18,블랙 컬러의 가죽 플랫슈즈. 발등 부분 장식 디테일. 발등 부분이 높게 마감된 디자인.  밑창 높이: 1.5cmJOIN LIFE 컬렉션.Care for planet: 가장 지속 가능한 방법으로 처리된 가죽.이러한 제품은 재생 에너지와 물 소모를 감소하는 기술을 사용하는 Leather Working Group 인증을 받은 가죽으로 제조됩니다. ,레더 로퍼,"85,000 원","['//static.zara.net/photos///2019/I/1/1/p/6540/001/040/2/w/560/6540001040_2_1_1.jpg?ts=1566904162534', '//static.zara.net/photos///2019/I/1/1/p/6540/001/040/2/w/560/6540001040_1_1_1.jpg?ts=1566904364207', '//static.zara.net/photos///2019/I/1/1/p/6540/001/040/2/w/560/6540001040_2_2_1.jpg?ts=1566904204728', '//static.zara.net/photos///2019/I/1/1/p/6540/001/040/2/w/560/6540001040_2_3_1.jpg?ts=1566904242275', '//static.zara.net/photos///2019/I/1/1/p/6540/001/040/2/w/560/6540001040_2_4_1.jpg?ts=1566904279750', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_97_1.jpg?ts=1570204599702']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 염소가죽'}, {'안감': '85% 폴리우레탄, 15% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '90% 염소가죽, 10% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2019/I/1/1/p/6540/001/040/2/w/581/6540001040_1_1_1.jpg?ts=1566904364207
19,블랙과 컬러가 매치된 발레리나 플랫슈즈. 메쉬 소재 외피 디자인. 여러 소재가 매치된 토우캡. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 1.5cm,포인티드 메쉬 발레리나 플랫슈즈,"45,000 원","['//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_2_1_1.jpg?ts=1578051239008', '//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_1_1_1.jpg?ts=1578051125379', '//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_2_2_1.jpg?ts=1578051153057', '//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_2_3_1.jpg?ts=1578051217723', '//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_2_4_1.jpg?ts=1578051132682', '//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_2_15_1.jpg?ts=1582283383989', '//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/w/560/2504510040_2_55_1.jpg?ts=1580810195234']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '88% 폴리에스터, 12% 폴리우레탄'}, {'안감': '80% 폴리우레탄, 20% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2504/510/040/3/cb-0-0-4176-3072-Center/w/1173/2504510040_2_15_1.jpg?ts=1582284183124
20,블랙과 컬러가 매치된 발레리나 플랫슈즈. 메쉬 소재 외피 디자인. 여러 소재가 매치된 토우캡. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 1.5cm,포인티드 메쉬 발레리나 플랫슈즈,"45,000 원","['//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/560/2506510202_2_1_1.jpg?ts=1578051476828', '//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/560/2506510202_1_1_1.jpg?ts=1578051476460', '//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/560/2506510202_2_2_1.jpg?ts=1578051483891', '//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/560/2506510202_2_3_1.jpg?ts=1578051462505', '//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/560/2506510202_2_4_1.jpg?ts=1578051469613', '//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/560/2506510202_2_55_1.jpg?ts=1580809183437']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",콤비,"[{'겉감': '88% 폴리에스터, 12% 폴리우레탄'}, {'안감': '80% 폴리우레탄, 20% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/2506/510/202/2/w/581/2506510202_1_1_1.jpg?ts=1578051476460
21,블랙 컬러 로퍼 스타일 플랫슈즈. 애니멀 패턴 소재의 외피 디자인. 앞부분에 테슬이 달림.  굽 높이: 1.2cm,애니멀 패턴 테슬 로퍼,"45,000 원","['//static.zara.net/photos///2019/I/1/1/p/6506/001/040/2/w/560/6506001040_2_2_1.jpg?ts=1564648198983', '//static.zara.net/photos///2019/I/1/1/p/6506/001/040/2/w/560/6506001040_1_1_1.jpg?ts=1564648292852', '//static.zara.net/photos///2019/I/1/1/p/6506/081/040/2/w/560/6506081040_2_1_1.jpg?ts=1566200769383', '//static.zara.net/photos///2019/I/1/1/p/6506/001/040/2/w/560/6506001040_2_3_1.jpg?ts=1564648217694', '//static.zara.net/photos///2019/I/1/1/p/6506/081/040/2/w/560/6506081040_2_5_1.jpg?ts=1557919798489', '//static.zara.net/photos///2019/I/1/1/p/6506/001/040/2/w/560/6506001040_2_4_1.jpg?ts=1564648236768']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리우레탄'}, {'안감': '80% 폴리우레탄, 20% 폴리에스터'}, {'밑창': '100% 열가소성 고무'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2019/I/1/1/p/6506/001/040/2/w/581/6506001040_1_1_1.jpg?ts=1564648292852
22,블랙 컬러의 가죽 로퍼. 골드 톤 마이크로 스터드 디테일이 매치된 부드러운 가죽 외피 디자인. 앞부분에 페니 로퍼 디테일. 발등 부분이 높게 마감된 디자인. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 밑창 높이: 1.8cm,마이크로 스터드 소프트 레더 로퍼,"79,000 원","['//static.zara.net/photos///2019/I/1/1/p/5523/001/040/2/w/560/5523001040_2_1_1.jpg?ts=1569853788676', '//static.zara.net/photos///2019/I/1/1/p/5523/001/040/2/w/560/5523001040_1_1_1.jpg?ts=1569852109063', '//static.zara.net/photos///2019/I/1/1/p/5523/001/040/2/w/560/5523001040_2_3_1.jpg?ts=1569852240292', '//static.zara.net/photos///2019/I/1/1/p/5523/001/040/2/w/560/5523001040_2_4_1.jpg?ts=1569852221428', '//static.zara.net/photos///2019/I/1/1/p/5523/001/040/2/w/560/5523001040_2_2_1.jpg?ts=1569853790916']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 염소가죽'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 염소가죽'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2019/I/1/1/p/5523/001/040/2/w/581/5523001040_1_1_1.jpg?ts=1569852109063
23,블랙 컬러 로퍼. 에나멜 이펙트. 여러 소재가 매치된 앞부분 리본 디테일. 굽 높이: 1.2cm,리본 에나멜 로퍼,"39,000 원","['//static.zara.net/photos///2019/I/1/1/p/7574/001/040/2/w/560/7574001040_2_1_1.jpg?ts=1566907393603', '//static.zara.net/photos///2019/I/1/1/p/7574/001/040/2/w/560/7574001040_1_1_1.jpg?ts=1566907592906', '//static.zara.net/photos///2019/I/1/1/p/7574/001/040/2/w/560/7574001040_2_4_1.jpg?ts=1566907508047', '//static.zara.net/photos///2019/I/1/1/p/7574/001/040/2/w/560/7574001040_2_3_1.jpg?ts=1566907470412', '//static.zara.net/photos///2019/I/1/1/p/7574/001/040/2/w/560/7574001040_2_2_1.jpg?ts=1566907432951']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2019/I/1/1/p/7574/001/040/2/w/581/7574001040_1_1_1.jpg?ts=1566907592906
24,블랙 컬러 발레리나 플랫슈즈. 여러 소재가 매치된 비닐 외피 디자인. 퍼스펙스 소재의 청키힐. 아몬드 모양 토우캡 마감. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 2.2cm,비닐 콤비 발레리나 플랫슈즈,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/560/1501510040_1_1_1.jpg?ts=1579097967558', '//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/560/1501510040_2_1_1.jpg?ts=1579097990024', '//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/560/1501510040_2_2_1.jpg?ts=1579098025801', '//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/560/1501510040_2_3_1.jpg?ts=1579097974790', '//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/560/1501510040_2_4_1.jpg?ts=1579098032910', '//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/560/1501510040_2_55_1.jpg?ts=1580809406217']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '54% 폴리에스터, 46% TPU'}, {'안감': '62% 폴리에스터, 38% 폴리우레탄'}, {'밑창': '100% 열가소성 고무'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']",//static.zara.net/photos///2020/V/1/1/p/1501/510/040/2/w/581/1501510040_1_1_1.jpg?ts=1579097967558
